Indicator,Country,Date,value
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-01-20,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-01-20,7.0
"Cumulative number of probable Ebola cases",Mali,2015-01-20,1.0
"Cumulative number of suspected Ebola cases",Mali,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-01-20,6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-20,8.0
"Cumulative number of confirmed Ebola cases",Nigeria,2015-01-20,19.0
"Cumulative number of probable Ebola cases",Nigeria,2015-01-20,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-01-20,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2015-01-20,1.0
"Cumulative number of probable Ebola cases",Senegal,2015-01-20,0.0
"Cumulative number of suspected Ebola cases",Senegal,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-01-20,1.0
"Cumulative number of confirmed Ebola cases",Spain,2015-01-20,1.0
"Cumulative number of probable Ebola cases",Spain,2015-01-20,0.0
"Cumulative number of suspected Ebola cases",Spain,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-01-20,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2015-01-20,4.0
"Cumulative number of probable Ebola cases","United States of America",2015-01-20,0.0
"Cumulative number of suspected Ebola cases","United States of America",2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2015-01-20,4.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2015-01-20,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2015-01-20,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-01-20,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2015-01-20,0.0
"Cumulative number of probable Ebola deaths",Senegal,2015-01-20,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-01-20,0.0
"Cumulative number of confirmed Ebola deaths",Spain,2015-01-20,0.0
"Cumulative number of probable Ebola deaths",Spain,2015-01-20,0.0
"Cumulative number of suspected Ebola deaths",Spain,2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-01-20,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2015-01-20,1.0
"Cumulative number of probable Ebola deaths","United States of America",2015-01-20,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2015-01-20,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2015-01-20,1.0
"Cumulative number of confirmed Ebola cases",Guinea,2015-01-21,2539.0
"Cumulative number of probable Ebola cases",Liberia,2015-01-21,1854.0
"Cumulative number of suspected Ebola cases",Liberia,2015-01-21,3489.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-01-21,8478.0
"Number of confirmed Ebola cases in the last 21 days",Liberia,2015-01-21,25.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Sierra Leone",2015-01-21,549.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2015-01-21,2779.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2015-01-21,208.0
"Cumulative number of probable Ebola cases",Guinea,2015-01-21,319.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-01-21,2871.0
"Cumulative number of confirmed Ebola cases",Liberia,2015-01-21,3135.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2015-01-21,25.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2015-01-21,2150.0
"Number of confirmed Ebola cases in the last 21 days","Sierra Leone",2015-01-21,549.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2015-01-21,3145.0
"Cumulative number of confirmed Ebola cases","United Kingdom",2015-01-21,1.0
"Cumulative number of probable Ebola cases","United Kingdom",2015-01-21,0.0
"Cumulative number of suspected Ebola cases","United Kingdom",2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United Kingdom",2015-01-21,0.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-01-21,136.0
"Cumulative number of confirmed Ebola deaths",Guinea,2015-01-21,1557.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-01-21,3605.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2015-01-21,7903.0
"Cumulative number of probable Ebola cases","Sierra Leone",2015-01-21,287.0
"Cumulative number of suspected Ebola cases",Guinea,2015-01-21,13.0
"Number of confirmed Ebola cases in the last 21 days",Guinea,2015-01-21,136.0
"Cumulative number of probable Ebola deaths",Guinea,2015-01-21,319.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-01-21,1876.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2015-01-21,10340.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2015-01-21,158.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-01-21,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-01-21,7.0
"Cumulative number of probable Ebola cases",Mali,2015-01-21,1.0
"Cumulative number of suspected Ebola cases",Mali,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-01-21,6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-21,8.0
"Cumulative number of confirmed Ebola cases",Nigeria,2015-01-21,19.0
"Cumulative number of probable Ebola cases",Nigeria,2015-01-21,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-01-21,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2015-01-21,1.0
"Cumulative number of probable Ebola cases",Senegal,2015-01-21,0.0
"Cumulative number of suspected Ebola cases",Senegal,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-01-21,1.0
"Cumulative number of confirmed Ebola cases",Spain,2015-01-21,1.0
"Cumulative number of probable Ebola cases",Spain,2015-01-21,0.0
"Cumulative number of suspected Ebola cases",Spain,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-01-21,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2015-01-21,4.0
"Cumulative number of probable Ebola cases","United States of America",2015-01-21,0.0
"Cumulative number of suspected Ebola cases","United States of America",2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2015-01-21,4.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2015-01-21,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2015-01-21,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-01-21,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2015-01-21,0.0
"Cumulative number of probable Ebola deaths",Senegal,2015-01-21,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-01-21,0.0
"Cumulative number of confirmed Ebola deaths",Spain,2015-01-21,0.0
"Cumulative number of probable Ebola deaths",Spain,2015-01-21,0.0
"Cumulative number of suspected Ebola deaths",Spain,2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-01-21,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2015-01-21,1.0
"Cumulative number of probable Ebola deaths","United States of America",2015-01-21,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2015-01-21,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2015-01-21,1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-01-22,2873.0
"Cumulative number of confirmed Ebola cases",Liberia,2015-01-22,3136.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2015-01-22,10362.0
"Cumulative number of probable Ebola cases","Sierra Leone",2015-01-22,287.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2015-01-22,158.0
"Cumulative number of confirmed Ebola cases",Guinea,2015-01-22,2542.0
"Cumulative number of probable Ebola deaths",Guinea,2015-01-22,319.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-01-22,8524.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2015-01-22,7909.0
"Cumulative number of confirmed Ebola cases","United Kingdom",2015-01-22,1.0
"Cumulative number of probable Ebola cases",Liberia,2015-01-22,1854.0
"Cumulative number of suspected Ebola cases",Liberia,2015-01-22,3534.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-01-22,3636.0
"Cumulative number of probable Ebola cases","United Kingdom",2015-01-22,0.0
"Cumulative number of suspected Ebola cases","United Kingdom",2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United Kingdom",2015-01-22,0.0
"Cumulative number of probable Ebola cases",Guinea,2015-01-22,319.0
"Cumulative number of suspected Ebola cases",Guinea,2015-01-22,12.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-01-22,1879.0
"Cumulative number of confirmed Ebola deaths",Guinea,2015-01-22,1560.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2015-01-22,2166.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2015-01-22,3153.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2015-01-22,2787.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2015-01-22,208.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-01-22,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-01-22,7.0
"Cumulative number of probable Ebola cases",Mali,2015-01-22,1.0
"Cumulative number of suspected Ebola cases",Mali,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-01-22,6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-22,8.0
"Cumulative number of confirmed Ebola cases",Nigeria,2015-01-22,19.0
"Cumulative number of probable Ebola cases",Nigeria,2015-01-22,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-01-22,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2015-01-22,1.0
"Cumulative number of probable Ebola cases",Senegal,2015-01-22,0.0
"Cumulative number of suspected Ebola cases",Senegal,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-01-22,1.0
"Cumulative number of confirmed Ebola cases",Spain,2015-01-22,1.0
"Cumulative number of probable Ebola cases",Spain,2015-01-22,0.0
"Cumulative number of suspected Ebola cases",Spain,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-01-22,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2015-01-22,4.0
"Cumulative number of probable Ebola cases","United States of America",2015-01-22,0.0
"Cumulative number of suspected Ebola cases","United States of America",2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2015-01-22,4.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2015-01-22,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2015-01-22,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-01-22,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2015-01-22,0.0
"Cumulative number of probable Ebola deaths",Senegal,2015-01-22,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-01-22,0.0
"Cumulative number of confirmed Ebola deaths",Spain,2015-01-22,0.0
"Cumulative number of probable Ebola deaths",Spain,2015-01-22,0.0
"Cumulative number of suspected Ebola deaths",Spain,2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-01-22,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2015-01-22,1.0
"Cumulative number of probable Ebola deaths","United States of America",2015-01-22,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2015-01-22,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2015-01-22,1.0
"Cumulative number of probable Ebola cases",Guinea,2015-01-23,319.0
"Cumulative number of confirmed Ebola cases",Liberia,2015-01-23,3136.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-01-23,8524.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-01-23,3636.0
"Cumulative number of confirmed Ebola cases","United Kingdom",2015-01-23,1.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-01-23,2873.0
"Cumulative number of probable Ebola deaths",Guinea,2015-01-23,319.0
"Cumulative number of probable Ebola cases","Sierra Leone",2015-01-23,287.0
"Cumulative number of probable Ebola cases","United Kingdom",2015-01-23,0.0
"Cumulative number of suspected Ebola cases","United Kingdom",2015-01-23,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United Kingdom",2015-01-23,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-01-23,1880.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2015-01-23,2192.0
"Cumulative number of suspected Ebola cases",Guinea,2015-01-23,9.0
"Cumulative number of confirmed Ebola deaths",Guinea,2015-01-23,1561.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2015-01-23,7921.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2015-01-23,158.0
"Cumulative number of confirmed Ebola cases",Guinea,2015-01-23,2545.0
"Cumulative number of suspected Ebola cases",Liberia,2015-01-23,3534.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2015-01-23,3159.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2015-01-23,208.0
"Cumulative number of probable Ebola cases",Liberia,2015-01-23,1854.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2015-01-23,2793.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2015-01-23,10400.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United Kingdom",2015-01-23,1.0
"Cumulative number of confirmed Ebola cases",Mali,2015-01-23,7.0
"Cumulative number of probable Ebola cases",Mali,2015-01-23,1.0
